22/11:00am,39,1028.9
22/10:30am,44,1029.1
22/10:00am,48,1029.2
22/09:30am,59,1029.2
22/09:00am,70,1029
22/08:30am,76,1028.9
22/08:00am,75,1028.8
22/07:30am,80,1028.5
22/07:00am,87,1028.4
22/06:30am,87,1028.2
22/06:00am,90,1028
22/05:30am,94,1027.8
22/05:00am,95,1027.7
22/04:30am,94,1027.6
22/04:00am,93,1027.7
22/03:30am,93,1027.9
22/03:00am,93,1028
22/02:30am,95,1027.9
22/02:00am,94,1028
22/01:30am,92,1028
22/01:00am,92,1028.2
22/12:30am,92,1028.5
22/12:00am,91,1028.8
